ranker,player,position,team,age_at_season_start,age_category,club,birth_year,minutes,minutes_90s,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,fouls_per90,interceptions_per90,tackles_won_per90,pens_won_per90,ball_recoveries_per90,aerials_won_per90,passes_completed_per90,passes_per90,passes_pct,passes_progressive_distance_per90,pass_xa_per90,assisted_shots_per90,crosses_into_penalty_area_per90,progressive_passes_per_90,blocks_per90,clearances_per90,touches_per90,dribbles_completed_per90,dribbles_completed_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,npxg_per_shot
547,Robert Lewandowski,FW,Poland,34,Veteran,Barcelona,1988,360,4.0,0.5,0.25,0.75,0.25,0.5,1.8,0.73,0.1,0.83,0.34,0.44,1.5,0.25,0.5,0.25,3.5,4.0,15.25,22.75,67.0,44.25,0.1,1.25,0.0,1.5,0.75,2.0,38.25,1.25,41.7,20.0,0.5,0.1,18.1,0.14
550,Rodri,DF,Spain,26,Youngster,Manchester City,1996,390,4.3,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.04,0.05,0.01,0.05,1.1627906976744187,0.6976744186046512,0.46511627906976744,0.0,8.13953488372093,3.7209302325581395,149.30232558139537,160.2325581395349,93.2,778.8372093023256,0.04651162790697675,0.9302325581395349,0.23255813953488372,5.813953488372094,0.6976744186046512,2.0930232558139537,165.11627906976744,0.0,,0.0,0.0,0.0,36.2,0.02
551,Rodrigo Bentancur,MF,Uruguay,25,Youngster,Tottenham,1997,213,2.4,0.0,0.0,0.0,0.0,0.0,0.8,0.26,0.06,0.32,0.26,0.32,2.0833333333333335,2.916666666666667,3.3333333333333335,0.0,14.583333333333334,2.5,56.66666666666667,66.66666666666667,85.0,317.5,0.04166666666666667,0.8333333333333334,0.4166666666666667,4.583333333333334,1.25,2.0833333333333335,82.08333333333334,1.25,50.0,33.3,0.42,0.0,15.8,0.21
552,Rodrigo De Paul,MF,Argentina,28,Confirmed,Atlético Madrid,1994,599,6.7,0.0,0.0,0.0,0.0,0.0,1.2,0.13,0.05,0.18,0.13,0.18,1.044776119402985,1.044776119402985,0.8955223880597015,0.0,6.26865671641791,0.29850746268656714,70.14925373134328,83.88059701492537,83.6,217.01492537313433,0.05970149253731343,1.044776119402985,0.14925373134328357,2.6865671641791042,1.1940298507462686,0.44776119402985076,93.28358208955224,0.14925373134328357,11.1,42.9,0.45,0.0,20.5,0.13
553,Rodrygo,MF,Brazil,21,Prospect,Real Madrid,2001,181,2.0,0.0,0.5,0.5,0.0,0.5,0.9,0.26,0.25,0.52,0.26,0.52,1.5,1.0,0.5,0.0,5.5,0.0,45.5,56.5,80.5,120.0,0.3,3.0,0.0,3.5,3.0,0.5,76.0,1.0,22.2,33.3,0.99,0.0,18.7,0.07
555,Romain Saïss,DF,Morocco,32,Confirmed,Beşiktaş,1990,466,5.2,0.19,0.0,0.19,0.19,0.19,0.8,0.16,0.0,0.16,0.16,0.16,0.7692307692307692,0.5769230769230769,0.3846153846153846,0.0,5.384615384615384,1.346153846153846,30.576923076923077,38.26923076923077,79.9,284.4230769230769,0.0,0.0,0.0,1.346153846153846,0.5769230769230769,5.769230769230769,47.69230769230769,0.1923076923076923,50.0,100.0,0.19,1.0,0.9,0.79
559,Ruben Vargas,FW,Switzerland,24,Youngster,Augsburg,1998,285,3.2,0.0,0.32,0.32,0.0,0.32,0.9,0.11,0.19,0.3,0.11,0.3,1.25,0.3125,0.0,0.0,3.4375,0.9375,25.0,36.5625,68.4,95.3125,0.21874999999999997,1.5625,0.0,1.5625,0.625,1.25,43.75,0.3125,14.3,33.3,0.32,0.0,17.0,0.11
561,Ró-Ró,DF,Qatar,32,Confirmed,Al Sadd SC,1990,262,2.9,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.02,1.3793103448275863,2.7586206896551726,1.3793103448275863,0.0,4.827586206896552,1.0344827586206897,26.896551724137932,37.241379310344826,72.2,122.41379310344828,0.034482758620689655,0.0,0.0,1.3793103448275863,0.6896551724137931,1.0344827586206897,46.20689655172414,0.6896551724137931,50.0,0.0,0.0,0.0,23.0,0.03
563,Rúben Dias,DF,Portugal,25,Youngster,Manchester City,1997,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,0.75,1.0,0.0,3.75,1.25,62.0,68.5,90.5,377.0,0.0,0.0,0.0,2.75,0.5,2.25,73.25,0.0,,0.0,0.0,0.0,12.0,0.03
564,Rúben Neves,MF,Portugal,25,Youngster,Wolves,1997,268,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.01,0.04,0.03,0.04,1.6666666666666667,1.0,0.3333333333333333,0.0,4.0,0.6666666666666666,78.33333333333333,85.66666666666667,91.4,363.0,0.03333333333333333,0.6666666666666666,0.0,4.333333333333333,1.0,1.6666666666666667,91.66666666666667,0.0,,0.0,0.0,0.0,27.0,0.04
567,Saeid Ezatolahi,MF,IR Iran,26,Youngster,Vejle BK,1996,217,2.4,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.08,0.12,0.04,0.12,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.0,7.083333333333334,2.5,27.5,36.66666666666667,75.0,197.5,0.16666666666666669,0.8333333333333334,0.4166666666666667,1.6666666666666667,1.25,1.6666666666666667,47.91666666666667,0.0,0.0,33.3,0.41,0.0,29.4,0.03
568,Saleh Al-Shehri,FW,Saudi Arabia,29,Confirmed,Al-Hilal,1993,223,2.5,0.4,0.0,0.4,0.4,0.4,0.2,0.03,0.05,0.09,0.03,0.09,2.4,0.0,0.4,0.4,2.8,2.4,11.6,18.8,61.7,16.0,0.0,0.8,0.0,0.0,1.2,0.8,29.2,0.0,0.0,100.0,0.81,0.5,21.0,0.04
569,Salem Al-Dawsari,MF,Saudi Arabia,31,Confirmed,Al-Hilal,1991,270,3.0,0.67,0.0,0.67,0.67,0.67,1.2,0.59,0.08,0.67,0.32,0.4,1.0,0.3333333333333333,1.3333333333333333,0.0,5.333333333333333,0.3333333333333333,28.666666666666668,37.0,77.5,118.33333333333333,0.13333333333333333,2.0,0.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,48.666666666666664,0.6666666666666666,20.0,66.7,1.33,0.33,21.6,0.16
570,Salis Abdul Samed,MF,Ghana,22,Youngster,Lens,2000,250,2.8,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,1.7857142857142858,1.4285714285714286,0.7142857142857143,0.0,5.357142857142858,0.0,46.07142857142858,51.78571428571429,89.0,166.42857142857144,0.03571428571428572,0.35714285714285715,0.0,0.7142857142857143,0.7142857142857143,2.857142857142857,60.35714285714286,1.0714285714285714,75.0,0.0,0.0,0.0,26.9,0.02
577,Saud Abdulhamid,DF,Saudi Arabia,23,Youngster,Al-Hilal,1999,270,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.0,4.666666666666667,1.3333333333333333,29.333333333333332,40.666666666666664,72.1,180.33333333333334,0.03333333333333333,0.6666666666666666,0.3333333333333333,3.6666666666666665,1.0,2.0,50.0,0.6666666666666666,50.0,0.0,0.0,0.0,34.6,0.02
578,Saša Lukić,MF,Serbia,26,Youngster,Torino,1996,245,2.7,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.02,2.5925925925925926,0.37037037037037035,0.0,0.0,7.037037037037036,1.111111111111111,52.96296296296296,59.99999999999999,88.3,187.03703703703704,0.037037037037037035,0.0,0.37037037037037035,1.8518518518518516,0.7407407407407407,1.8518518518518516,67.4074074074074,0.0,0.0,0.0,0.0,0.0,16.1,0.06
580,Sebastián Coates,DF,Uruguay,32,Confirmed,Sporting CP,1990,180,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.05,0.05,1.0,0.5,0.0,0.0,4.5,3.5,38.0,46.5,81.7,291.5,0.0,0.0,0.0,3.5,1.5,3.0,53.5,0.0,,0.0,0.0,0.0,11.5,0.1
581,Selim Amallah,MF,Morocco,26,Youngster,Standard Liège,1996,409,4.5,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.02,0.07,0.05,0.07,2.4444444444444446,1.7777777777777777,2.0,0.0,2.6666666666666665,0.4444444444444444,14.444444444444445,19.333333333333332,74.7,39.111111111111114,0.022222222222222223,0.6666666666666666,0.0,0.8888888888888888,1.3333333333333333,0.6666666666666666,32.22222222222222,0.2222222222222222,14.3,0.0,0.0,0.0,13.3,0.11
582,Serge Gnabry,FW,Germany,27,Youngster,Bayern Munich,1995,263,2.9,0.34,0.34,0.68,0.34,0.68,2.6,0.37,0.51,0.88,0.37,0.88,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.0,3.793103448275862,0.0,29.655172413793103,40.689655172413794,72.9,96.89655172413794,0.24137931034482757,2.0689655172413794,1.0344827586206897,1.0344827586206897,0.6896551724137931,1.0344827586206897,51.03448275862069,1.0344827586206897,60.0,33.3,1.37,0.08,15.6,0.09
583,Sergej Milinković-Savić,MF,Serbia,27,Youngster,Lazio,1995,233,2.6,0.39,0.0,0.39,0.39,0.39,0.2,0.07,0.0,0.07,0.07,0.07,0.7692307692307692,0.7692307692307692,0.3846153846153846,0.0,6.9230769230769225,1.1538461538461537,33.46153846153846,46.15384615384615,72.5,155.76923076923077,0.07692307692307693,0.0,0.0,3.846153846153846,1.923076923076923,1.923076923076923,60.76923076923077,1.1538461538461537,50.0,33.3,0.39,0.33,23.9,0.06
584,Sergio Busquets,MF,Spain,34,Veteran,Barcelona,1988,363,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.02,0.06,0.04,0.06,0.75,0.25,1.0,0.0,7.0,2.0,65.25,72.25,90.3,261.0,0.05,0.75,0.0,4.25,0.5,0.25,77.25,0.25,100.0,0.0,0.0,0.0,20.9,0.07
586,Sergiño Dest,DF,United States,22,Youngster,Milan,2000,305,3.4,0.0,0.3,0.3,0.0,0.3,0.7,0.07,0.15,0.22,0.07,0.22,1.1764705882352942,0.5882352941176471,0.5882352941176471,0.0,3.823529411764706,0.29411764705882354,50.588235294117645,58.82352941176471,86.0,249.41176470588235,0.14705882352941177,0.8823529411764706,0.29411764705882354,3.823529411764706,0.8823529411764706,2.058823529411765,73.52941176470588,1.4705882352941178,38.5,0.0,0.0,0.0,19.8,0.04
588,Shogo Taniguchi,DF,Japan,31,Confirmed,Kawa Frontale,1991,210,2.3,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.12,0.12,0.12,1.3043478260869565,0.4347826086956522,0.0,0.0,3.4782608695652177,3.4782608695652177,31.30434782608696,36.95652173913044,84.7,208.69565217391306,0.0,0.0,0.0,0.8695652173913044,0.8695652173913044,4.347826086956522,45.652173913043484,0.0,,0.0,0.0,0.0,8.0,0.12
590,Silvan Widmer,DF,Switzerland,29,Confirmed,Mainz 05,1993,265,2.9,0.0,0.34,0.34,0.0,0.34,0.9,0.01,0.29,0.3,0.01,0.3,1.3793103448275863,0.6896551724137931,2.0689655172413794,0.0,4.482758620689656,1.0344827586206897,43.793103448275865,58.275862068965516,75.1,280.6896551724138,0.3103448275862069,0.6896551724137931,0.6896551724137931,3.4482758620689657,1.0344827586206897,5.172413793103448,71.72413793103449,0.3448275862068966,50.0,0.0,0.0,0.0,9.7,0.02
592,Sofiane Boufal,FW,Morocco,29,Confirmed,Angers,1993,475,5.3,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.06,0.11,0.05,0.11,2.0754716981132075,0.37735849056603776,0.9433962264150944,0.0,3.7735849056603774,0.5660377358490566,18.67924528301887,25.09433962264151,74.4,88.49056603773585,0.09433962264150944,0.7547169811320755,0.37735849056603776,2.6415094339622645,1.6981132075471699,0.18867924528301888,37.54716981132076,2.6415094339622645,51.9,14.3,0.19,0.0,21.0,0.04
593,Sofyan Amrabat,MF,Morocco,26,Youngster,Fiorentina,1996,660,7.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,1.9178082191780823,0.8219178082191781,1.36986301369863,0.0,7.808219178082192,0.273972602739726,36.849315068493155,44.109589041095894,83.5,186.986301369863,0.013698630136986302,0.273972602739726,0.0,2.191780821917808,0.273972602739726,1.36986301369863,52.465753424657535,0.0,0.0,0.0,0.0,0.0,28.8,0.03
594,Son Heung-min,FW,Korea Republic,30,Confirmed,Tottenham,1992,360,4.0,0.0,0.25,0.25,0.0,0.25,1.4,0.11,0.24,0.35,0.11,0.35,0.25,0.5,0.5,0.0,4.0,0.0,19.25,28.75,67.0,65.75,0.175,1.75,0.25,0.75,0.5,0.0,39.5,0.75,20.0,33.3,0.75,0.0,18.8,0.05
601,Steven Berghuis,MF,Netherlands,30,Confirmed,Ajax,1991,200,2.2,0.0,0.45,0.45,0.0,0.45,0.3,0.13,0.04,0.17,0.13,0.17,1.8181818181818181,0.0,0.45454545454545453,0.0,3.6363636363636362,0.45454545454545453,44.090909090909086,59.54545454545454,74.0,230.45454545454544,0.09090909090909091,0.9090909090909091,0.45454545454545453,3.6363636363636362,0.45454545454545453,0.0,64.09090909090908,0.45454545454545453,25.0,0.0,0.0,0.0,22.5,0.05
602,Steven Bergwijn,FW,Netherlands,25,Youngster,Ajax,1997,213,2.4,0.0,0.0,0.0,0.0,0.0,0.5,0.21,0.0,0.21,0.21,0.21,0.8333333333333334,0.0,0.4166666666666667,0.0,1.6666666666666667,0.0,26.666666666666668,30.0,88.9,32.91666666666667,0.125,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,35.41666666666667,0.4166666666666667,25.0,0.0,0.0,0.0,15.5,0.25
603,Steven Vitória,DF,Canada,35,Veteran,Chaves,1987,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,1.3333333333333333,53.333333333333336,62.0,86.0,373.0,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,67.66666666666667,0.0,0.0,,0.0,,,
604,Strahinja Pavlović,DF,Serbia,21,Prospect,RB Salzburg,2001,235,2.6,0.38,0.0,0.38,0.38,0.38,0.2,0.07,0.0,0.07,0.07,0.07,2.3076923076923075,0.3846153846153846,0.7692307692307692,0.0,6.9230769230769225,4.615384615384615,46.53846153846154,60.0,77.6,363.07692307692304,0.038461538461538464,0.0,0.0,5.0,2.3076923076923075,2.692307692307692,71.53846153846153,0.7692307692307692,66.7,50.0,0.38,0.5,10.0,0.08
607,Tajon Buchanan,MF,Canada,23,Youngster,Club Brugge,1999,260,2.9,0.0,0.35,0.35,0.0,0.35,1.4,0.33,0.17,0.5,0.33,0.5,2.0689655172413794,1.0344827586206897,0.3448275862068966,0.0,4.827586206896552,0.3448275862068966,21.03448275862069,30.689655172413794,68.5,90.0,0.1724137931034483,1.3793103448275863,0.6896551724137931,2.413793103448276,1.0344827586206897,0.0,45.17241379310345,2.413793103448276,28.0,0.0,0.0,0.0,15.0,0.19
609,Takehiro Tomiyasu,DF,Japan,24,Youngster,Arsenal,1998,187,2.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.11,0.11,0.0,0.11,0.47619047619047616,0.0,0.0,0.0,5.714285714285714,2.857142857142857,34.76190476190476,49.047619047619044,70.9,238.09523809523807,0.047619047619047616,1.4285714285714286,0.0,1.9047619047619047,0.9523809523809523,3.333333333333333,56.19047619047619,0.0,,,0.0,,,
614,Teun Koopmeiners,MF,Netherlands,24,Youngster,Atalanta,1998,219,2.4,0.0,0.41,0.41,0.0,0.41,0.3,0.04,0.09,0.13,0.04,0.13,2.5,1.6666666666666667,2.0833333333333335,0.0,5.0,1.6666666666666667,37.5,49.583333333333336,75.6,204.16666666666669,0.04166666666666667,0.8333333333333334,0.0,2.5,0.8333333333333334,1.6666666666666667,62.083333333333336,0.4166666666666667,50.0,50.0,0.41,0.0,27.6,0.04
615,Theo Hernández,DF,France,25,Youngster,Milan,1997,508,5.6,0.18,0.35,0.53,0.18,0.53,1.6,0.07,0.22,0.29,0.07,0.29,1.0714285714285714,0.7142857142857143,2.3214285714285716,0.0,5.357142857142858,1.4285714285714286,51.60714285714286,60.53571428571429,85.3,240.5357142857143,0.17857142857142858,1.9642857142857144,0.8928571428571429,2.857142857142857,0.8928571428571429,1.4285714285714286,68.39285714285715,0.35714285714285715,40.0,40.0,0.35,0.2,16.7,0.08
617,Thiago Silva,DF,Brazil,38,Veteran,Chelsea,1984,390,4.3,0.0,0.23,0.23,0.0,0.23,1.1,0.04,0.23,0.27,0.04,0.27,0.46511627906976744,1.1627906976744187,0.23255813953488372,0.0,3.9534883720930236,1.3953488372093024,74.88372093023256,80.0,93.6,560.4651162790698,0.13953488372093023,0.9302325581395349,0.23255813953488372,3.488372093023256,0.6976744186046512,1.3953488372093024,85.58139534883722,0.0,0.0,0.0,0.0,0.0,8.0,0.08
621,Thomas Meunier,DF,Belgium,31,Confirmed,Dortmund,1991,211,2.3,0.0,0.0,0.0,0.0,0.0,0.7,0.09,0.21,0.3,0.09,0.3,1.7391304347826089,0.8695652173913044,2.608695652173913,0.0,5.6521739130434785,0.8695652173913044,47.82608695652174,63.913043478260875,74.8,274.7826086956522,0.0,1.3043478260869565,0.0,3.91304347826087,0.4347826086956522,2.173913043478261,72.60869565217392,0.4347826086956522,33.3,33.3,0.43,0.0,19.6,0.07
622,Thomas Müller,FW,Germany,33,Confirmed,Bayern Munich,1989,201,2.2,0.0,0.0,0.0,0.0,0.0,0.9,0.14,0.28,0.42,0.14,0.42,0.0,0.45454545454545453,0.9090909090909091,0.0,0.45454545454545453,0.45454545454545453,25.454545454545453,35.45454545454545,71.8,83.63636363636363,0.22727272727272727,3.6363636363636362,0.45454545454545453,2.727272727272727,1.8181818181818181,0.0,41.36363636363636,0.0,,0.0,0.0,0.0,11.3,0.1
623,Thomas Partey,MF,Ghana,29,Confirmed,Arsenal,1993,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.02,0.09,0.07,0.09,1.0,0.0,1.6666666666666667,0.0,7.0,2.0,48.666666666666664,58.666666666666664,83.0,274.0,0.06666666666666667,0.6666666666666666,0.0,4.666666666666667,2.6666666666666665,2.6666666666666665,73.33333333333333,1.0,100.0,0.0,0.0,0.0,16.8,0.1
625,Tim Ream,DF,United States,35,Veteran,Fulham,1987,360,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.0,0.07,0.07,0.07,0.25,1.0,0.75,0.0,4.75,1.5,61.25,69.0,88.8,411.5,0.0,0.0,0.0,4.25,0.5,3.0,76.25,0.5,100.0,0.0,0.0,0.0,3.7,0.3
626,Timothy Castagne,DF,Belgium,27,Youngster,Leicester City,1995,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,0.0,3.0,0.6666666666666666,58.666666666666664,67.33333333333333,87.1,317.0,0.03333333333333333,0.0,0.0,3.0,0.3333333333333333,1.3333333333333333,76.33333333333333,0.0,0.0,,0.0,,,
627,Timothy Weah,FW,United States,22,Youngster,Lille,2000,316,3.5,0.28,0.0,0.28,0.28,0.28,1.1,0.18,0.12,0.31,0.18,0.31,0.2857142857142857,0.0,0.0,0.0,2.857142857142857,0.5714285714285714,25.714285714285715,30.857142857142858,83.3,58.857142857142854,0.05714285714285715,1.7142857142857142,0.5714285714285714,1.1428571428571428,1.4285714285714286,0.0,37.714285714285715,0.5714285714285714,100.0,60.0,0.85,0.2,17.5,0.13
628,Toby Alderweireld,DF,Belgium,33,Confirmed,Antwerp,1989,270,3.0,0.0,0.33,0.33,0.0,0.33,0.3,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.6666666666666666,0.0,3.0,0.3333333333333333,82.66666666666667,91.0,90.8,634.6666666666666,0.13333333333333333,0.3333333333333333,0.0,3.3333333333333335,1.0,6.333333333333333,101.0,0.0,,,0.0,,,
630,Tyler Adams,MF,United States,23,Youngster,Leeds United,1999,360,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.11,0.12,0.01,0.12,1.25,1.0,2.25,0.0,8.25,1.25,60.25,67.75,88.9,273.75,0.1,0.5,0.0,4.25,1.5,1.5,76.75,0.25,100.0,0.0,0.0,0.0,30.4,0.02
637,Vinicius Júnior,FW,Brazil,22,Youngster,Real Madrid,2000,299,3.3,0.3,0.6,0.9,0.3,0.9,1.7,0.3,0.2,0.5,0.3,0.5,0.0,0.0,0.30303030303030304,0.0,3.6363636363636367,0.0,20.606060606060606,27.272727272727273,75.6,44.24242424242424,0.24242424242424246,2.4242424242424243,0.0,0.9090909090909092,1.5151515151515151,0.0,40.0,1.5151515151515151,33.3,44.4,1.2,0.11,15.0,0.11
638,Virgil van Dijk,DF,Netherlands,31,Confirmed,Liverpool,1991,480,5.3,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.03,0.07,0.04,0.07,0.9433962264150944,0.7547169811320755,0.18867924528301888,0.0,5.849056603773585,2.452830188679245,58.67924528301887,67.16981132075472,87.4,466.0377358490566,0.01886792452830189,0.37735849056603776,0.0,2.8301886792452833,1.509433962264151,3.9622641509433962,75.28301886792453,0.0,,0.0,0.0,0.0,10.6,0.06
643,Walker Zimmerman,DF,United States,29,Confirmed,Nashville,1993,279,3.1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.02,0.9677419354838709,1.2903225806451613,0.6451612903225806,0.0,5.483870967741935,2.5806451612903225,70.0,78.70967741935483,88.9,442.9032258064516,0.0,0.0,0.0,0.9677419354838709,1.2903225806451613,4.838709677419355,88.38709677419355,0.0,,0.0,0.0,0.0,15.0,0.07
644,Wataru Endo,MF,Japan,29,Confirmed,Stuttgart,1993,304,3.4,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.15,0.21,0.06,0.21,2.058823529411765,0.8823529411764706,1.1764705882352942,0.0,6.470588235294118,2.3529411764705883,45.588235294117645,56.470588235294116,80.7,176.1764705882353,0.11764705882352942,1.1764705882352942,0.29411764705882354,2.6470588235294117,2.3529411764705883,1.7647058823529411,70.29411764705883,0.29411764705882354,20.0,16.7,0.3,0.0,25.5,0.03
646,Weston McKennie,MF,United States,24,Youngster,Juventus,1998,271,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0.13,0.13,0.27,0.13,0.27,2.0,0.0,0.3333333333333333,0.0,4.666666666666667,1.0,39.0,51.0,76.5,256.6666666666667,0.06666666666666667,1.3333333333333333,0.3333333333333333,5.666666666666667,1.3333333333333333,1.6666666666666667,59.0,0.3333333333333333,50.0,20.0,0.33,0.0,15.5,0.08
647,William Carvalho,MF,Portugal,30,Confirmed,Betis,1992,215,2.4,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03,1.25,0.0,2.0833333333333335,0.0,6.25,1.6666666666666667,65.0,70.83333333333334,91.8,362.08333333333337,0.0,0.0,0.0,4.583333333333334,0.8333333333333334,1.25,75.83333333333334,0.0,,0.0,0.0,0.0,15.8,0.07
653,Xherdan Shaqiri,FW,Switzerland,31,Confirmed,Chicago Fire,1991,229,2.5,0.39,0.39,0.79,0.39,0.79,1.2,0.12,0.35,0.47,0.12,0.47,0.8,0.0,0.0,0.0,2.4,0.4,26.8,41.6,64.4,134.8,0.4,1.6,0.0,4.4,0.0,0.0,44.4,0.0,0.0,50.0,0.79,0.25,21.9,0.08
654,Yahya Attiat Allah,DF,Morocco,27,Youngster,Wydad Casablanca,1995,318,3.5,0.0,0.28,0.28,0.0,0.28,1.4,0.07,0.37,0.44,0.07,0.44,2.2857142857142856,0.0,0.5714285714285714,0.0,6.0,0.0,28.0,39.142857142857146,71.5,208.0,0.08571428571428572,1.4285714285714286,1.1428571428571428,1.1428571428571428,1.1428571428571428,4.285714285714286,47.714285714285715,0.0,0.0,0.0,0.0,0.0,13.0,0.11
660,Yassine Meriah,DF,Tunisia,29,Confirmed,Espérance de Tunis,1993,270,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.01,0.04,0.02,0.04,1.0,0.3333333333333333,0.6666666666666666,0.0,5.333333333333333,1.6666666666666667,46.333333333333336,57.0,81.3,347.0,0.0,0.3333333333333333,0.0,3.6666666666666665,1.6666666666666667,6.666666666666667,69.33333333333333,0.6666666666666666,50.0,0.0,0.0,0.0,9.3,0.07
661,Yeltsin Tejeda,MF,Costa Rica,30,Confirmed,Club Sport Herediano,1992,269,3.0,0.33,0.33,0.67,0.33,0.67,0.5,0.14,0.02,0.17,0.14,0.17,0.0,0.3333333333333333,0.6666666666666666,0.0,4.666666666666667,1.3333333333333333,26.0,33.0,78.8,126.0,0.0,0.3333333333333333,0.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,42.666666666666664,0.0,0.0,100.0,0.67,0.5,15.1,0.21
663,Youssef En-Nesyri,FW,Morocco,25,Youngster,Sevilla,1997,542,6.0,0.33,0.0,0.33,0.33,0.33,1.3,0.21,0.01,0.21,0.21,0.21,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,2.1666666666666665,3.5,8.333333333333334,13.5,61.7,19.833333333333332,0.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,1.8333333333333333,21.166666666666668,0.8333333333333334,62.5,33.3,0.5,0.22,9.1,0.14
665,Youssouf Fofana,MF,France,23,Youngster,Monaco,1999,227,2.5,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.07,0.14,0.07,0.14,1.2,1.2,2.0,0.0,6.8,0.4,38.4,44.8,85.7,136.4,0.04,0.4,0.0,2.0,2.4,0.0,55.2,0.8,100.0,0.0,0.0,0.0,21.1,0.04
666,Youssouf Sabaly,DF,Senegal,29,Confirmed,Betis,1993,360,4.0,0.0,0.0,0.0,0.0,0.0,0.7,0.01,0.16,0.18,0.01,0.18,0.75,1.0,1.5,0.0,6.75,1.0,47.25,54.75,86.3,253.0,0.175,2.0,0.25,4.0,0.25,2.25,63.25,1.0,44.4,50.0,0.25,0.0,30.9,0.02
670,Yunus Musah,MF,United States,20,Prospect,Valencia,2002,343,3.8,0.0,0.0,0.0,0.0,0.0,0.4,0.08,0.02,0.11,0.08,0.11,2.368421052631579,0.5263157894736842,1.5789473684210527,0.0,6.052631578947369,0.7894736842105263,39.73684210526316,47.89473684210527,83.0,130.0,0.052631578947368425,0.7894736842105263,0.0,3.4210526315789473,1.842105263157895,0.2631578947368421,58.15789473684211,1.0526315789473684,36.4,25.0,0.26,0.0,22.9,0.08
671,Yuto Nagatomo,MF,Japan,36,Veteran,FC Tokyo,1986,209,2.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,2.608695652173913,0.0,0.8695652173913044,0.0,4.782608695652175,0.4347826086956522,33.913043478260875,47.39130434782609,71.6,166.52173913043478,0.04347826086956522,0.4347826086956522,0.8695652173913044,0.8695652173913044,0.8695652173913044,1.3043478260869565,53.47826086956522,1.3043478260869565,75.0,,0.0,,,
673,Álvaro Morata,FW,Spain,30,Confirmed,Atlético Madrid,1992,185,2.1,1.46,0.49,1.95,1.46,1.95,1.6,0.79,0.14,0.93,0.79,0.93,0.47619047619047616,0.0,0.47619047619047616,0.0,0.9523809523809523,0.47619047619047616,13.333333333333332,19.523809523809522,68.3,30.476190476190474,0.047619047619047616,0.9523809523809523,0.0,1.4285714285714286,0.9523809523809523,0.9523809523809523,27.619047619047617,0.47619047619047616,33.3,62.5,2.43,0.38,10.3,0.17
